station,date,PM 2.5,PM 10,TSP,,,,,,,,,,,,,,,
Biratnagar,1/6/2021,138.507361,159.3427084,187.7995138,,,,,,,,,,,,,,,
Biratnagar,1/7/2021,113.9211805,130.18125,149.857639,,,,,,,,,,,,,,,
Biratnagar,1/8/2021,130.2252779,149.9484026,166.6259724,,,,,,,,,,,,,,,
Biratnagar,1/9/2021,159.9017361,174.6921529,195.8107639,,,,,,,,,,,,,,,
Biratnagar,1/10/2021,170.7555483,188.7818222,210.032093,,,,,,,,,,,,,,,
Biratnagar,1/11/2021,162.3581944,171.0981252,177.9155557,,,,,,,,,,,,,,,
Biratnagar,1/12/2021,121.071875,128.9212499,136.8077082,,,,,,,,,,,,,,,
Biratnagar,1/13/2021,169.9251198,182.4482856,189.8637166,,,,,,,,,,,,,,,
Biratnagar,1/14/2021,185.1556945,204.8102778,220.9333332,,,,,,,,,,,,,,,
Biratnagar,1/15/2021,132.2465523,140.678657,145.2630076,,,,,,,,,,,,,,,
Biratnagar,1/16/2021,NA,NA,118.234167,,,,,,,,,,,,,,,
Biratnagar,1/17/2021,128.2292361,147.7050694,168.8165795,,,,,,,,,,,,,,,
Biratnagar,1/18/2021,128.5860416,144.5644757,167.4457159,,,,,,,,,,,,,,,
Biratnagar,1/19/2021,143.3093749,152.241875,159.7445833,,,,,,,,,,,,,,,
Biratnagar,1/20/2021,109.1161955,119.7936756,131.1963145,,,,,,,,,,,,,,,
Biratnagar,1/21/2021,126.5831844,144.0596923,160.1294841,,,,,,,,,,,,,,,
Biratnagar,1/22/2021,103.6507758,116.1550815,134.1979982,,,,,,,,,,,,,,,
Biratnagar,1/23/2021,104.6097223,114.5277084,123.5277776,,,,,,,,,,,,,,,
Biratnagar,1/24/2021,96.79278486,102.2138027,106.6857281,,,,,,,,,,,,,,,
Biratnagar,1/25/2021,88.99666676,94.43402779,104.9499306,,,,,,,,,,,,,,,
Biratnagar,1/26/2021,103.788125,109.6514583,112.6390277,,,,,,,,,,,,,,,
Biratnagar,1/27/2021,112.3974305,120.7240972,128.9015972,,,,,,,,,,,,,,,
Biratnagar,1/28/2021,136.8727777,147.8802085,155.880139,,,,,,,,,,,,,,,
Biratnagar,1/29/2021,117.3286111,127.2225693,146.7434027,,,,,,,,,,,,,,,
Biratnagar,1/30/2021,126.9948827,132.1705938,136.2400431,,,,,,,,,,,,,,,
Biratnagar,1/31/2021,114.7349041,125.1144204,144.9296241,,,,,,,,,,,,,,,
Biratnagar,2/1/2021,112.4173511,125.1086012,146.7614634,,,,,,,,,,,,,,,
Biratnagar,2/2/2021,137.3784227,152.5906313,165.5039088,,,,,,,,,,,,,,,
Biratnagar,3/24/2021,68.40763888,180.9397222,463.2723293,,,,,,,,,,,,,,,
Biratnagar,3/25/2021,61.71025139,192.403046,505.7741213,,,,,,,,,,,,,,,
Biratnagar,3/26/2021,84.68277782,207.7943058,361.8532643,,,,,,,,,,,,,,,
Biratnagar,3/27/2021,85.66805547,185.2899306,296.5270139,,,,,,,,,,,,,,,
Biratnagar,3/28/2021,98.04597224,200.7244444,282.7034029,,,,,,,,,,,,,,,
Biratnagar,3/29/2021,80.11840271,150.0040278,215.8939582,,,,,,,,,,,,,,,
Biratnagar,3/30/2021,55.88763891,102.3847917,293.7848128,,,,,,,,,,,,,,,
Biratnagar,3/31/2021,44.89812498,80.9264583,233.2644445,,,,,,,,,,,,,,,
Biratnagar,4/1/2021,47.45312496,92.46159713,203.7465633,,,,,,,,,,,,,,,
Biratnagar,4/2/2021,51.88902771,106.4852778,221.8127876,,,,,,,,,,,,,,,
Biratnagar,4/3/2021,56.13257907,102.7352585,213.444602,,,,,,,,,,,,,,,
Biratnagar,4/4/2021,72.14256943,134.1552285,283.8994694,,,,,,,,,,,,,,,
Biratnagar,4/5/2021,54.62798611,129.7980557,345.148942,,,,,,,,,,,,,,,
Biratnagar,4/6/2021,81.35631951,116.2497222,198.3238054,,,,,,,,,,,,,,,
Biratnagar,4/7/2021,53.49263407,115.0254583,327.4742924,,,,,,,,,,,,,,,
Biratnagar,4/8/2021,43.24916665,62.61395827,157.3445537,,,,,,,,,,,,,,,
Biratnagar,4/9/2021,36.80875004,50.44256948,105.5924305,,,,,,,,,,,,,,,
Biratnagar,4/10/2021,44.24812501,67.97000005,158.8982064,,,,,,,,,,,,,,,
Biratnagar,4/11/2021,48.22569445,84.41388893,187.6874896,,,,,,,,,,,,,,,
Biratnagar,4/12/2021,56.44743053,100.8363195,247.9457697,,,,,,,,,,,,,,,
Biratnagar,4/13/2021,61.68256962,101.5755555,239.1668997,,,,,,,,,,,,,,,
Biratnagar,4/14/2021,48.617367,92.5714477,258.8747122,,,,,,,,,,,,,,,
Biratnagar,4/15/2021,29.82944441,55.99687495,183.1996452,,,,,,,,,,,,,,,
Biratnagar,4/16/2021,34.32381227,57.72518639,152.6102154,,,,,,,,,,,,,,,
Biratnagar,4/17/2021,17.60437501,26.7640972,65.13562503,,,,,,,,,,,,,,,
Biratnagar,4/18/2021,27.22506942,47.55444453,95.77413497,,,,,,,,,,,,,,,
Biratnagar,4/19/2021,31.54506945,69.9962499,161.4612502,,,,,,,,,,,,,,,
Biratnagar,4/20/2021,34.30951392,68.93499994,219.2323609,,,,,,,,,,,,,,,
Biratnagar,4/21/2021,32.00027778,59.33194441,183.7531249,,,,,,,,,,,,,,,
Biratnagar,4/22/2021,33.81437502,46.84749998,66.16529186,,,,,,,,,,,,,,,
Biratnagar,4/23/2021,37.24201387,73.93826395,133.4046681,,,,,,,,,,,,,,,
Biratnagar,4/24/2021,31.88347223,65.400625,149.4253472,,,,,,,,,,,,,,,
Biratnagar,4/25/2021,38.30708333,79.4088888,149.2693749,,,,,,,,,,,,,,,
Biratnagar,4/26/2021,45.14736106,104.9532639,169.9075445,,,,,,,,,,,,,,,
Biratnagar,4/27/2021,74.89722222,155.6983335,226.1216373,,,,,,,,,,,,,,,
Biratnagar,4/28/2021,41.82597223,74.99326389,179.9094442,,,,,,,,,,,,,,,
Biratnagar,4/29/2021,31.03076388,61.03590275,119.9468748,,,,,,,,,,,,,,,
Biratnagar,4/30/2021,44.51951387,103.4881251,167.9918056,,,,,,,,,,,,,,,
Biratnagar,5/1/2021,28.5702083,42.06902774,83.52256933,,,,,,,,,,,,,,,
Biratnagar,5/2/2021,35.79263888,50.43229163,74.55576401,,,,,,,,,,,,,,,
Biratnagar,5/3/2021,34.7140972,47.52965279,67.53090273,,,,,,,,,,,,,,,
Biratnagar,5/4/2021,22.25368054,26.90375,29.83909726,,,,,,,,,,,,,,,
Biratnagar,5/5/2021,20.77506946,27.42236109,37.63673612,,,,,,,,,,,,,,,
Biratnagar,5/6/2021,15.65861112,19.54972224,30.38152773,,,,,,,,,,,,,,,
Biratnagar,5/7/2021,16.70770116,19.26323996,23.4188434,,,,,,,,,,,,,,,
Biratnagar,5/8/2021,17.48029371,21.78983262,30.12115326,,,,,,,,,,,,,,,
Biratnagar,5/14/2021,32.48037804,43.43965277,57.12405083,,,,,,,,,,,,,,,
Biratnagar,5/15/2021,28.62062501,46.72381945,67.84381942,,,,,,,,,,,,,,,
Biratnagar,5/16/2021,27.46687498,38.80354164,58.94284731,,,,,,,,,,,,,,,
Biratnagar,5/17/2021,23.30324787,30.61098903,44.53939554,,,,,,,,,,,,,,,
Biratnagar,5/19/2021,34.4414583,62.02618059,106.6359028,,,,,,,,,,,,,,,
Biratnagar,5/20/2021,20.87695653,27.762971,31.88710143,,,,,,,,,,,,,,,
Biratnagar,5/21/2021,17.03527775,20.00159724,21.90118057,,,,,,,,,,,,,,,
Biratnagar,5/22/2021,30.6067654,38.44557023,47.33325298,,,,,,,,,,,,,,,
Biratnagar,5/23/2021,32.73326388,49.35020834,65.13472213,,,,,,,,,,,,,,,
Biratnagar,5/24/2021,28.13353337,51.5485726,71.47144969,,,,,,,,,,,,,,,
Biratnagar,5/25/2021,18.5608861,24.98537467,29.12017118,,,,,,,,,,,,,,,
Biratnagar,5/26/2021,9.289200319,14.47409014,32.06863296,,,,,,,,,,,,,,,
Biratnagar,5/27/2021,9.088742517,12.35916159,34.54980986,,,,,,,,,,,,,,,
Biratnagar,5/28/2021,11.22629464,13.08998512,13.83349205,,,,,,,,,,,,,,,
Biratnagar,5/29/2021,17.76711561,23.36637878,29.38990172,,,,,,,,,,,,,,,
Biratnagar,5/30/2021,18.26313762,21.8546528,26.85253156,,,,,,,,,,,,,,,
Biratnagar,5/31/2021,14.5125,16.92312501,21.21097224,,,,,,,,,,,,,,,
Biratnagar,6/1/2021,10.34505464,14.90626871,34.80643765,,,,,,,,,,,,,,,
Biratnagar,6/2/2021,15.07567982,20.28705045,25.28198829,,,,,,,,,,,,,,,
Biratnagar,6/3/2021,21.08750847,30.55746551,40.4996112,,,,,,,,,,,,,,,
Biratnagar,6/4/2021,24.29712718,37.01708335,58.5280007,,,,,,,,,,,,,,,
Biratnagar,6/5/2021,25.04069786,35.33212136,48.97120484,,,,,,,,,,,,,,,
Biratnagar,6/6/2021,24.11999999,28.03347222,35.35555557,,,,,,,,,,,,,,,
Biratnagar,6/7/2021,15.12979166,18.61909722,22.45041668,,,,,,,,,,,,,,,
Biratnagar,6/8/2021,16.96687501,19.35111111,24.27229166,,,,,,,,,,,,,,,
Biratnagar,6/9/2021,12.71473825,14.37278847,17.29748935,,,,,,,,,,,,,,,
Biratnagar,6/10/2021,15.22898551,19.86630436,26.33826087,,,,,,,,,,,,,,,
Biratnagar,6/11/2021,14.71229885,20.83725779,27.66606458,,,,,,,,,,,,,,,
Biratnagar,6/12/2021,5.490871907,6.742098761,8.520964497,,,,,,,,,,,,,,,
Biratnagar,6/13/2021,6.015416662,8.090694441,12.165625,,,,,,,,,,,,,,,
Biratnagar,6/14/2021,6.760902779,8.280069452,10.43243055,,,,,,,,,,,,,,,
Biratnagar,6/15/2021,8.398193061,9.585035131,10.02184381,,,,,,,,,,,,,,,
Biratnagar,6/16/2021,6.891388898,8.476180566,11.73562499,,,,,,,,,,,,,,,
Biratnagar,6/17/2021,7.761319458,9.829583328,17.04194445,,,,,,,,,,,,,,,
Biratnagar,6/18/2021,5.811132239,7.451246287,11.57746165,,,,,,,,,,,,,,,
Biratnagar,6/19/2021,5.397430555,6.29430556,6.820486121,,,,,,,,,,,,,,,
Biratnagar,6/20/2021,11.08194445,11.50944445,11.63493056,,,,,,,,,,,,,,,
Biratnagar,6/21/2021,13.03684575,14.02702483,15.36390349,,,,,,,,,,,,,,,
Biratnagar,6/22/2021,15.98729952,16.86632076,17.93421908,,,,,,,,,,,,,,,
Biratnagar,6/23/2021,11.74683416,12.38441586,12.94291258,,,,,,,,,,,,,,,
Biratnagar,6/24/2021,12.8776035,13.58746858,14.32904745,,,,,,,,,,,,,,,
Biratnagar,6/25/2021,11.633337,12.61563962,14.29300805,,,,,,,,,,,,,,,
Biratnagar,6/26/2021,8.676458339,10.05291666,11.88854165,,,,,,,,,,,,,,,
Biratnagar,6/27/2021,12.61438855,15.19511905,17.17163962,,,,,,,,,,,,,,,
Biratnagar,6/28/2021,NA,NA,NA,,,,,,,,,,,,,,,
Biratnagar,6/29/2021,17.87666321,21.23894928,22.63174171,,,,,,,,,,,,,,,
Biratnagar,6/30/2021,20.49624005,23.03120018,23.74127989,,,,,,,,,,,,,,,
Biratnagar,7/1/2021,13.68204544,14.76083335,15.17803031,,,,,,,,,,,,,,,
Biratnagar,7/2/2021,10.54959252,11.29495544,11.51047956,,,,,,,,,,,,,,,
Biratnagar,7/3/2021,6.592873655,7.316232669,7.676715471,,,,,,,,,,,,,,,
Biratnagar,7/4/2021,11.05661483,12.95699361,14.3255303,,,,,,,,,,,,,,,
Biratnagar,7/5/2021,14.71481972,16.50553063,17.74738267,,,,,,,,,,,,,,,
Biratnagar,7/6/2021,15.26145159,17.12039139,18.08112503,,,,,,,,,,,,,,,
Biratnagar,7/8/2021,12.84002714,14.43838278,15.73093701,,,,,,,,,,,,,,,
Biratnagar,7/9/2021,10.6118116,13.46659421,17.31420291,,,,,,,,,,,,,,,
Biratnagar,7/11/2021,5.901059085,7.016683391,8.298623188,,,,,,,,,,,,,,,
Biratnagar,7/12/2021,6.802026523,10.7644255,17.22808083,,,,,,,,,,,,,,,
Biratnagar,7/14/2021,8.865269532,10.94609848,12.96750569,,,,,,,,,,,,,,,
Biratnagar,7/15/2021,9.867994329,12.43260404,13.63305789,,,,,,,,,,,,,,,
Biratnagar,7/16/2021,13.75990682,17.90651655,21.42106845,,,,,,,,,,,,,,,
Biratnagar,7/17/2021,11.96964451,13.95246505,15.16768065,,,,,,,,,,,,,,,
Biratnagar,7/18/2021,13.43689394,15.22448862,16.48717803,,,,,,,,,,,,,,,
Biratnagar,7/21/2021,10.39920456,12.18474192,13.43759593,,,,,,,,,,,,,,,
Biratnagar,7/22/2021,7.048541668,8.648888901,10.48423612,,,,,,,,,,,,,,,
Biratnagar,7/23/2021,7.427397954,9.763517264,13.15245401,,,,,,,,,,,,,,,
Biratnagar,7/24/2021,5.268888886,6.792499992,11.77847221,,,,,,,,,,,,,,,
Biratnagar,7/25/2021,10.15479168,12.47631944,16.05833341,,,,,,,,,,,,,,,
Biratnagar,7/26/2021,11.75445055,14.08654923,15.72876865,,,,,,,,,,,,,,,
Biratnagar,7/27/2021,9.08280151,10.15296661,10.80509654,,,,,,,,,,,,,,,
Biratnagar,7/28/2021,11.42221504,14.43619731,17.52040708,,,,,,,,,,,,,,,
Biratnagar,7/29/2021,4.275902772,5.879930553,9.707500012,,,,,,,,,,,,,,,
Biratnagar,7/30/2021,3.020694441,4.476736112,10.5545139,,,,,,,,,,,,,,,
Biratnagar,7/31/2021,4.329374999,4.883888886,5.149374995,,,,,,,,,,,,,,,
Biratnagar,8/2/2021,11.21112078,13.43373267,14.40313848,,,,,,,,,,,,,,,
Biratnagar,8/3/2021,11.61432018,15.21919956,18.58726606,,,,,,,,,,,,,,,
Biratnagar,8/4/2021,8.131823636,9.649489886,10.24999903,,,,,,,,,,,,,,,
Biratnagar,8/5/2021,9.686805555,13.53305556,16.89277778,,,,,,,,,,,,,,,
Biratnagar,8/6/2021,13.39914237,17.0844697,20.67876357,,,,,,,,,,,,,,,
Biratnagar,8/7/2021,6.181030044,7.823731978,10.40869254,,,,,,,,,,,,,,,
Biratnagar,8/8/2021,8.548083328,9.58758334,10.19058332,,,,,,,,,,,,,,,
Biratnagar,8/9/2021,12.93355074,14.57963767,15.89202898,,,,,,,,,,,,,,,
Biratnagar,8/10/2021,16.32355071,18.89978261,22.90297105,,,,,,,,,,,,,,,
Biratnagar,8/11/2021,14.61937895,16.29936321,17.02185063,,,,,,,,,,,,,,,
Biratnagar,8/12/2021,8.452236966,9.217857141,9.44254763,,,,,,,,,,,,,,,
Biratnagar,8/13/2021,11.66909725,12.14402779,12.36020834,,,,,,,,,,,,,,,
Biratnagar,8/19/2021,49.15349998,49.80741668,50.57316669,,,,,,,,,,,,,,,
Biratnagar,8/20/2021,49.55926724,50.65618533,51.56864464,,,,,,,,,,,,,,,
Biratnagar,8/22/2021,83.38631942,86.42506948,87.70819445,,,,,,,,,,,,,,,
Biratnagar,8/24/2021,72.97243054,73.83222219,74.32631944,,,,,,,,,,,,,,,
Biratnagar,8/26/2021,72.36083336,72.42291664,72.43149997,,,,,,,,,,,,,,,
Biratnagar,8/27/2021,76.78090278,77.21705751,77.80747303,,,,,,,,,,,,,,,
Biratnagar,8/28/2021,69.54569444,69.9089584,70.18986119,,,,,,,,,,,,,,,
Biratnagar,8/30/2021,74.61608331,74.6474167,74.6589167,,,,,,,,,,,,,,,
Biratnagar,9/4/2021,34.71717956,38.29603435,39.76391365,,,,,,,,,,,,,,,
Biratnagar,9/5/2021,27.16069231,31.41827566,35.63219233,,,,,,,,,,,,,,,
Biratnagar,9/25/2021,13.90430556,21.0177083,28.52027776,,,,,,,,,,,,,,,
Biratnagar,9/26/2021,12.13138889,19.78541668,29.83805557,,,,,,,,,,,,,,,
Biratnagar,9/27/2021,11.37201387,19.75194446,33.86472219,,,,,,,,,,,,,,,
Biratnagar,9/28/2021,7.652499991,11.64187501,17.85131944,,,,,,,,,,,,,,,
Biratnagar,9/29/2021,10.55847224,13.94354168,17.44916665,,,,,,,,,,,,,,,
Biratnagar,9/30/2021,17.73104167,20.81763888,22.57388886,,,,,,,,,,,,,,,
Biratnagar,10/1/2021,48.56458338,53.16555554,57.88541661,,,,,,,,,,,,,,,
Biratnagar,10/2/2021,80.24187499,81.54006943,82.91999991,,,,,,,,,,,,,,,
Biratnagar,10/3/2021,26.29371212,30.2146212,33.95378792,,,,,,,,,,,,,,,
Biratnagar,10/4/2021,15.20097222,20.34041668,25.57256944,,,,,,,,,,,,,,,
Biratnagar,10/5/2021,26.22729163,34.45111112,56.51687505,,,,,,,,,,,,,,,
Biratnagar,10/6/2021,17.69645833,23.19499999,36.51770826,,,,,,,,,,,,,,,
Biratnagar,10/7/2021,13.50854168,18.16819442,27.58277783,,,,,,,,,,,,,,,
Biratnagar,10/8/2021,8.091666678,11.30041667,16.72701389,,,,,,,,,,,,,,,
Biratnagar,10/9/2021,50.4365972,57.91312495,67.3883333,,,,,,,,,,,,,,,
Biratnagar,10/10/2021,87.45020826,98.60937495,107.991875,,,,,,,,,,,,,,,
Biratnagar,10/11/2021,20.67902778,27.23777779,33.73743058,,,,,,,,,,,,,,,
Biratnagar,10/12/2021,94.11277768,108.5531945,127.1059724,,,,,,,,,,,,,,,
Biratnagar,10/13/2021,53.82722235,61.69111102,76.57284718,,,,,,,,,,,,,,,
Biratnagar,10/14/2021,52.68749997,63.81541667,79.12152765,,,,,,,,,,,,,,,
Biratnagar,10/15/2021,52.15284717,62.59062494,73.71895827,,,,,,,,,,,,,,,
Biratnagar,10/16/2021,22.13784722,30.40694443,48.39736118,,,,,,,,,,,,,,,
Biratnagar,10/17/2021,25.56270833,34.74659722,79.16972245,,,,,,,,,,,,,,,
Biratnagar,10/18/2021,13.16305554,20.26048611,55.53534734,,,,,,,,,,,,,,,
Biratnagar,10/19/2021,7.142244103,8.741899185,14.9134383,,,,,,,,,,,,,,,
Biratnagar,10/20/2021,14.28371143,15.46920684,17.79684572,,,,,,,,,,,,,,,
Biratnagar,10/21/2021,61.42027774,66.48583334,71.77270833,,,,,,,,,,,,,,,
Biratnagar,10/22/2021,84.8107639,92.31347226,101.3589583,,,,,,,,,,,,,,,
Biratnagar,10/23/2021,81.77159716,91.3842361,104.9720833,,,,,,,,,,,,,,,
Biratnagar,10/24/2021,101.4088195,112.9938889,122.1688194,,,,,,,,,,,,,,,
Biratnagar,10/25/2021,114.5777083,126.2638888,135.9452084,,,,,,,,,,,,,,,
Biratnagar,10/26/2021,105.3758334,118.5688193,132.1846528,,,,,,,,,,,,,,,
Biratnagar,10/27/2021,96.04236108,110.8308333,127.6122917,,,,,,,,,,,,,,,
Biratnagar,10/28/2021,83.8649306,101.2952778,126.6634029,,,,,,,,,,,,,,,
Biratnagar,10/29/2021,77.19673608,95.58020844,123.2367361,,,,,,,,,,,,,,,
Biratnagar,10/30/2021,112.2820139,144.0306945,175.4781945,,,,,,,,,,,,,,,
Biratnagar,10/31/2021,146.8505557,175.7594443,204.8203473,,,,,,,,,,,,,,,
Biratnagar,11/1/2021,120.9951389,142.7284724,173.4887499,,,,,,,,,,,,,,,
Biratnagar,11/2/2021,120.4130555,144.0075697,170.9488194,,,,,,,,,,,,,,,
Biratnagar,11/3/2021,97.70499996,118.5796529,151.4932641,,,,,,,,,,,,,,,
Biratnagar,11/4/2021,107.0638194,122.4018056,147.3599306,,,,,,,,,,,,,,,
Biratnagar,11/5/2021,124.4557639,143.4851388,167.2260417,,,,,,,,,,,,,,,
Biratnagar,11/6/2021,97.99923608,118.7704167,148.0442358,,,,,,,,,,,,,,,
Biratnagar,11/7/2021,112.6393054,143.10125,178.3111805,,,,,,,,,,,,,,,
Biratnagar,11/8/2021,80.87402783,105.1121526,125.165,,,,,,,,,,,,,,,
Biratnagar,11/9/2021,73.84833321,97.17604178,126.159375,,,,,,,,,,,,,,,
Biratnagar,11/10/2021,82.39333329,102.5194445,127.4537501,,,,,,,,,,,,,,,
Biratnagar,11/11/2021,84.31458329,101.5457639,123.8340278,,,,,,,,,,,,,,,
Biratnagar,11/12/2021,74.6134027,94.69145829,119.4753471,,,,,,,,,,,,,,,
Biratnagar,11/13/2021,95.84930545,124.3229862,149.5910415,,,,,,,,,,,,,,,
Biratnagar,11/14/2021,121.9190278,143.1460418,171.8078475,,,,,,,,,,,,,,,
Biratnagar,11/15/2021,129.2260898,167.7169445,206.2973854,,,,,,,,,,,,,,,
Biratnagar,11/16/2021,126.4848611,150.7266666,180.0011111,,,,,,,,,,,,,,,
Biratnagar,11/17/2021,121.330625,144.3786806,178.9522222,,,,,,,,,,,,,,,
Biratnagar,11/18/2021,101.38,125.9207484,158.9503782,,,,,,,,,,,,,,,
Biratnagar,11/19/2021,119.2665279,148.5745834,181.6018055,,,,,,,,,,,,,,,
Biratnagar,11/20/2021,130.3559028,160.5375,194.1972619,,,,,,,,,,,,,,,
Biratnagar,11/21/2021,213.4561804,240.2875,289.370086,,,,,,,,,,,,,,,
Biratnagar,11/22/2021,238.636736,265.9688889,305.1309865,,,,,,,,,,,,,,,
Biratnagar,11/23/2021,160.9496529,181.0755555,222.6482637,,,,,,,,,,,,,,,
Biratnagar,11/24/2021,126.5093056,140.7425,179.9107639,,,,,,,,,,,,,,,
Biratnagar,11/25/2021,116.5640278,130.8715276,160.0253474,,,,,,,,,,,,,,,
Biratnagar,11/26/2021,114.0311805,130.7197916,170.8043292,,,,,,,,,,,,,,,
Biratnagar,11/27/2021,117.2342362,136.3879168,169.2200002,,,,,,,,,,,,,,,
Biratnagar,11/28/2021,114.3239125,141.5631577,182.1701688,,,,,,,,,,,,,,,
Biratnagar,11/29/2021,107.4789582,128.8370835,166.3155639,,,,,,,,,,,,,,,
Biratnagar,11/30/2021,101.946875,122.238611,158.0343747,,,,,,,,,,,,,,,
Biratnagar,12/1/2021,97.9529861,115.2888194,144.0630556,,,,,,,,,,,,,,,
Biratnagar,12/2/2021,115.1899306,130.5004166,166.3130991,,,,,,,,,,,,,,,
Biratnagar,12/3/2021,83.7144444,96.76020842,135.7146646,,,,,,,,,,,,,,,
Biratnagar,12/4/2021,83.28847229,93.02312507,124.2532639,,,,,,,,,,,,,,,
Biratnagar,12/5/2021,66.98597225,74.59284719,98.59624999,,,,,,,,,,,,,,,
Biratnagar,12/6/2021,69.6786112,76.42076395,96.55194454,,,,,,,,,,,,,,,
Biratnagar,12/7/2021,86.87861106,98.98125,125.6767258,,,,,,,,,,,,,,,
Biratnagar,12/8/2021,132.8032638,143.7338194,162.6090278,,,,,,,,,,,,,,,
Biratnagar,12/9/2021,100.8063889,117.898889,139.3005557,,,,,,,,,,,,,,,
Biratnagar,12/10/2021,90.26305557,105.3104862,134.9543751,,,,,,,,,,,,,,,
Biratnagar,12/11/2021,136.3615973,147.9059027,164.9792361,,,,,,,,,,,,,,,
Biratnagar,12/12/2021,144.4988194,157.2320833,178.6236806,,,,,,,,,,,,,,,
Biratnagar,12/13/2021,142.7690278,157.1369445,178.0003862,,,,,,,,,,,,,,,
Biratnagar,12/14/2021,155.7215276,167.3203472,182.9487971,,,,,,,,,,,,,,,
Biratnagar,12/15/2021,159.0381946,170.3275,190.900764,,,,,,,,,,,,,,,
Biratnagar,12/16/2021,141.6454862,154.852014,171.4220836,,,,,,,,,,,,,,,
Biratnagar,12/17/2021,107.9667956,118.6642162,139.5934374,,,,,,,,,,,,,,,
Biratnagar,12/18/2021,83.84458329,94.97611119,122.1545139,,,,,,,,,,,,,,,
Biratnagar,12/19/2021,117.1440278,126.7509722,144.0136807,,,,,,,,,,,,,,,
Biratnagar,12/20/2021,142.1483333,150.7489583,174.2435415,,,,,,,,,,,,,,,
Biratnagar,12/21/2021,129.7131252,142.7864584,158.802986,,,,,,,,,,,,,,,
Biratnagar,12/22/2021,105.6701388,117.5222918,128.1451389,,,,,,,,,,,,,,,
Biratnagar,12/23/2021,104.8079861,117.3053474,129.4288195,,,,,,,,,,,,,,,
Biratnagar,12/24/2021,100.2017361,111.155,122.097639,,,,,,,,,,,,,,,
Biratnagar,12/25/2021,86.77458328,97.85618041,104.4977083,,,,,,,,,,,,,,,
Biratnagar,12/26/2021,65.17840287,72.35215283,81.82048607,,,,,,,,,,,,,,,
Biratnagar,12/27/2021,59.86583333,63.83840276,68.86847219,,,,,,,,,,,,,,,
Biratnagar,12/28/2021,59.46583339,65.68229163,75.84215278,,,,,,,,,,,,,,,
Biratnagar,12/29/2021,33.65999997,36.56520835,42.27625001,,,,,,,,,,,,,,,
Biratnagar,12/30/2021,24.88835015,26.09598486,27.01015152,,,,,,,,,,,,,,,
Jhumla,1/21/2021,96,108.7,123.8,,,,,,,,,,,,,,,
Jhumla,1/22/2021,64.3,72,85.5,,,,,,,,,,,,,,,
Jhumla,1/23/2021,70.7,77.6,87.5,,,,,,,,,,,,,,,
Jhumla,1/24/2021,70.3,75.8,85.8,,,,,,,,,,,,,,,
Jhumla,1/25/2021,66.2,71.8,81.5,,,,,,,,,,,,,,,
Jhumla,1/26/2021,64.5,68.1,72.6,,,,,,,,,,,,,,,
Jhumla,1/27/2021,74.9,79.7,84.3,,,,,,,,,,,,,,,
Jhumla,1/28/2021,90.5,95.9,102.3,,,,,,,,,,,,,,,
Jhumla,1/29/2021,86.3,92.3,102.5,,,,,,,,,,,,,,,
Jhumla,1/30/2021,86.3,89.3,91.6,,,,,,,,,,,,,,,
Jhumla,1/31/2021,79.5,88.4,98.9,,,,,,,,,,,,,,,
Jhumla,2/1/2021,81.6,88.8,100.6,,,,,,,,,,,,,,,
Jhumla,2/2/2021,102.4,111.5,122.3,,,,,,,,,,,,,,,
Jhumla,2/3/2021,79.1,89.7,107.9,,,,,,,,,,,,,,,
Jhumla,2/4/2021,66.8,77.2,93.1,,,,,,,,,,,,,,,
Jhumla,2/5/2021,51.6,62.1,76.8,,,,,,,,,,,,,,,
Jhumla,2/6/2021,51.3,61.6,82.5,,,,,,,,,,,,,,,
Jhumla,2/7/2021,50.7,63.5,87.7,,,,,,,,,,,,,,,
Jhumla,2/8/2021,47.5,60,92.4,,,,,,,,,,,,,,,
Jhumla,2/9/2021,83.5,94.7,112.9,,,,,,,,,,,,,,,
Jhumla,2/10/2021,80.8,92.4,109.7,,,,,,,,,,,,,,,
Jhumla,2/11/2021,72.5,82.2,94.1,,,,,,,,,,,,,,,
Jhumla,2/12/2021,68.1,77.4,91.6,,,,,,,,,,,,,,,
Jhumla,2/13/2021,74.6,83.6,101.6,,,,,,,,,,,,,,,
Jhumla,2/14/2021,70,79.4,93.6,,,,,,,,,,,,,,,
Jhumla,2/15/2021,80.3,90.6,106.4,,,,,,,,,,,,,,,
Jhumla,2/16/2021,71.6,82,99.3,,,,,,,,,,,,,,,
Jhumla,2/17/2021,,,,,,,,,,,,,,,,,,
Jhumla,2/18/2021,69.5,86.7,102.2,,,,,,,,,,,,,,,
Jhumla,2/19/2021,56.1,80.1,115.4,,,,,,,,,,,,,,,
Jhumla,2/20/2021,53.9,71.9,91.9,,,,,,,,,,,,,,,
Jhumla,2/21/2021,55.5,73,94.5,,,,,,,,,,,,,,,
Jhumla,2/22/2021,73,93.7,113.8,,,,,,,,,,,,,,,
Jhumla,2/23/2021,72.1,92.1,109.8,,,,,,,,,,,,,,,
Jhumla,2/24/2021,71.4,86,105.2,,,,,,,,,,,,,,,
Jhumla,2/25/2021,78.4,94.2,124.6,,,,,,,,,,,,,,,
Jhumla,2/26/2021,66.4,80.3,120.3,,,,,,,,,,,,,,,
Jhumla,2/27/2021,57.8,67.5,93.2,,,,,,,,,,,,,,,
